id,name,name_cn,level,region,country,phone,fax,supervisor,principal,gender,finance_type,district,address_en,address_cn,session_type,school_type
840,Holy Family Kindergarten,聖家幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
208,Holy Innocents Kindergarten,聖母幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
206,Holy Trinity Kindergarten,三元培基幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
839,Holy Trinity Kindergarten,聖三一幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1137,Hope Kindergarten,希望幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1138,Horizon Kindergarten,地平線幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1139,Hug Kindergarten,擁抱幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
850,Island Kindergarten,港島幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1140,Joy Kindergarten,喜悅幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1141,Joyful Kindergarten,歡樂幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1142,Jubilant Kindergarten,歡欣喜樂幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1143,Keen Kindergarten,敏銳幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1144,Key Kindergarten,關鍵幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1145,Kiddo Kindergarten,孩子王幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1147,Kids Garden Kindergarten,童話屋幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1148,Kids House Kindergarten,兒童之家幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1146,Kids Kingdom Kindergarten,童話王國幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1149,Kids Paradise Kindergarten,兒童天堂幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1150,Kids World Kindergarten,兒童世界幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1151,Kindergarten Kindergarten,幼兒園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
846,Kirk Kindergarten,啟基幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1152,Knowledge Kindergarten,知識幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1153,Kylie Kindergarten,凱莉幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
203,La Salle Kindergarten,喇沙幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1154,Ladder Kindergarten,階梯幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1155,Lakewood Kindergarten,湖景幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1156,Landmark Kindergarten,地標幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1157,Language Kindergarten,語言幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1158,Learning Kindergarten,學習幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1159,Lighthouse Kindergarten,燈塔幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1160,Lilac Kindergarten,紫藤幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1161,Little Angel Kindergarten,小天使命園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1162,Little Bear Kindergarten,小熊幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1163,Little Bird Kindergarten,小鳥幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1164,Little Bunny Kindergarten,小兔子幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1165,Little Daisy Kindergarten,小雛菊幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1166,Little Dolphin Kindergarten,小海豚幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1167,Little Eagle Kindergarten,小鷹幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1168,Little Fish Kindergarten,小魚幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1169,Little Flower Kindergarten,小花幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1170,Little Friends Kindergarten,小朋幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1171,Little Giraffe Kindergarten,小長頸鹿幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1172,Little Hero Kindergarten,小英雄幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1173,Little Lamb Kindergarten,小羊幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1174,Little Learning Kindergarten,小學習幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1175,Little Owl Kindergarten,小貓頭鷹幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1176,Little Panda Kindergarten,小熊貓幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1177,Little Parrot Kindergarten,小鸚鵡幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1178,Little Rabbit Kindergarten,小白兔幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1179,Little Rose Kindergarten,小玫瑰幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1180,Little Seed Kindergarten,小種子幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1181,Little Smart Kindergarten,小聰明幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1182,Little Star Kindergarten,小星星幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1183,Little Sun Kindergarten,小太陽幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1184,Little Swallow Kindergarten,小燕子幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1185,Little Tiger Kindergarten,小老虎幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1186,Little Tree Kindergarten,小樹幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1187,Little Unicorn Kindergarten,小獨角獸幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1188,Little Whale Kindergarten,小鯨魚幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1189,Lullaby Kindergarten,搖籃曲幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1190,Magic Kindergarten,魔法幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1191,Marvelous Kindergarten,奇妙幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
843,Maryknoll Kindergarten,瑪利諾幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
209,Methodist Kindergarten,循道幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1192,Miracle Kindergarten,奇蹟幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
560,Mong Kok Kai Fong Association Kindergarten,旺角街坊會幼兒園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1193,Moonlight Kindergarten,月光幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1194,Morning Star Kindergarten,晨星幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1195,Noble Kindergarten,高貴幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1196,Ocean Kindergarten,海洋幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1197,Orchid Kindergarten,蘭花幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1198,Oriental Kindergarten,東方幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1199,Patience Kindergarten,忍耐幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1200,Peace Kindergarten,平安幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1201,Pearl Kindergarten,珍珠幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1202,Penguin Kindergarten,企鵝幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1203,Phoenix Kindergarten,鳳凰幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1204,Pine Kindergarten,松林幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1205,Playground Kindergarten,遊樂場幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1206,Plenty Kindergarten,豐盛幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
561,Plum Blossom Kindergarten,牡丹幼兒園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
247,Po Leung Kuk Kindergarten,保良局幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
777,Po Leung Kuk Kindergarten,保良局幼兒園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1207,Polar Bear Kindergarten,北極熊幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1208,Precious Kindergarten,珍寶幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1209,Princess Kindergarten,公主幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1210,Promise Kindergarten,承諾幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1211,Prosperous Kindergarten,繁榮幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1212,Quality Kindergarten,優質幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1213,Raindrop Kindergarten,雨滴幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1214,Renaissance Kindergarten,文藝復興幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1215,Respect Kindergarten,尊重幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1216,Reward Kindergarten,獎勵幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1217,Rhythm Kindergarten,節奏幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1218,Royal Kindergarten,皇家幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
248,SKH Kindergarten,聖公會幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
842,Sacred Heart Kindergarten,聖心幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1219,Sapling Kindergarten,樹苗幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1220,Scholars Kindergarten,學者幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1221,Seedling Kindergarten,幼苗幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
849,Shatin Kindergarten,沙田幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1222,Shining Kindergarten,閃耀幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1223,Silk Road Kindergarten,絲綢之路幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1224,Sincere Kindergarten,真誠幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1225,Sky Kindergarten,天空幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1226,Smart Kindergarten,聰明幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1227,Snow Kindergarten,雪人幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1228,Snowdrop Kindergarten,雪滴幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1229,Sparkle Kindergarten,閃爍幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
851,St. Benedict Kindergarten,聖本尼迪克幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
559,St. Catherine's Kindergarten,聖嘉琳幼兒園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
215,St. Catherines Kindergarten,聖嘉道理幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
852,St. Christopher Kindergarten,聖基道幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
216,St. Clares Kindergarten,聖嘉勒幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
217,St. Edmunds Kindergarten,聖愛德蒙幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
853,St. Edward Kindergarten,聖愛德華幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
218,St. Francis Assisi Kindergarten,聖法蘭西斯亞西西幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
207,St. Francis Kindergarten,聖芳濟幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
854,St. Francis Kindergarten,聖法蘭西斯幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
212,St. Gabriels Kindergarten,聖加百列幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
855,St. George Kindergarten,聖喬治幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
219,St. Gregorios Kindergarten,聖格列高利幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
856,St. Helen Kindergarten,聖海倫幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
220,St. Hippolytus Kindergarten,聖希波律幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
221,St. Jamess Kindergarten,聖雅各伯幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
222,St. Joans Kindergarten,聖若望幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
223,St. Johns Kindergarten,聖約翰幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
838,St. Joseph's Kindergarten,聖若瑟幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
202,St. Josephs Kindergarten,聖約瑟幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
225,St. Judes Kindergarten,聖猶達幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
226,St. Justins Kindergarten,聖賈斯汀幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
227,St. Kevins Kindergarten,聖凱文幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
228,St. Lawrences Kindergarten,聖勞倫斯幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
229,St. Leos Kindergarten,聖利奧幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
211,St. Louis Kindergarten,聖路易幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
230,St. Lukes Kindergarten,聖路加幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
857,St. Margaret Kindergarten,聖瑪格麗特幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
231,St. Marks Kindergarten,聖馬爾克幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
214,St. Marthas Kindergarten,聖瑪莎幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
232,St. Martins Kindergarten,聖馬田幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
233,St. Marys Kindergarten,聖瑪麗幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
858,St. Matthew Kindergarten,聖馬太原學,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
235,St. Michaels Kindergarten,聖米迦勒幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
236,St. Nicholass Kindergarten,聖尼古拉斯幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
237,St. Pats Kindergarten,聖帕特里克幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
238,St. Pauls Co-educational KG,聖保羅男女幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
204,St. Pauls Kindergarten,聖保羅幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
239,St. Peters Kindergarten,聖彼得幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
240,St. Philips Kindergarten,聖菲利普幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
859,St. Raphael Kindergarten,聖拉斐爾幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
241,St. Roberts Kindergarten,聖羅伯特幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
242,St. Stephens Kindergarten,聖斯蒂芬幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
213,St. Teresas Kindergarten,聖德肋撒幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
243,St. Thomass Kindergarten,聖托馬斯幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
244,St. Timothys Kindergarten,聖提摩太幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
245,St. Ursulas Kindergarten,聖烏蘇拉幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
246,St. Vartans Kindergarten,聖瓦爾坦幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1230,Starlight Kindergarten,星光幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1231,Stream Kindergarten,溪流幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1232,Summer Kindergarten,夏天幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1233,Sunny Kindergarten,陽光幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1234,Sunshine Kindergarten,陽光普照幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1235,Super Kindergarten,超級幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1236,Support Kindergarten,支持幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1237,Sweet Kindergarten,甜蜜幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1238,Swift Kindergarten,迅速幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
249,TWGHs Kindergarten,東華三院幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1239,Talented Kindergarten,天賦幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1240,Teamwork Kindergarten,團隊合作幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1241,Thankful Kindergarten,感恩幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1242,Tianjin Kindergarten,天津幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1243,Tiger Kindergarten,老虎幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1244,Timely Kindergarten,及時幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1245,Treasure Kindergarten,寶藏幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1246,Treehouse Kindergarten,樹屋幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1247,Trust Kindergarten,信任幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1248,Tulip Kindergarten,鬱金香幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
563,Tung Wah Kindergarten,東華幼兒園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1249,Twinning Kindergarten,孖寶幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1250,Unicorn Kindergarten,獨角獸幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1251,Unique Kindergarten,獨特幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1252,Valley Kindergarten,山谷幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1253,Verdant Kindergarten,翠綠幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
558,Victoria Kindergarten,維多利亞幼兒園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
845,Victoria Kindergarten,維多利亞幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1254,Victory Kindergarten,勝利幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1255,Violet Kindergarten,紫羅蘭幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1256,Vision Kindergarten,視野幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1257,Warmth Kindergarten,溫暖幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1258,Waves Kindergarten,波浪幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1259,Welcome Kindergarten,歡迎幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
210,Wesley Kindergarten,衛理幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1260,Whiskers Kindergarten,鬍鬚幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1261,Windmill Kindergarten,風車幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1262,Wise Kindergarten,明智幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1263,Wonderland Kindergarten,奇境幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1264,World Kindergarten,世界幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1265,Youth Kindergarten,青年幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1266,Zephyr Kindergarten,微風幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1267,Zodiac Kindergarten,星座幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
1268,Zoey Kindergarten,柔伊幼稚園,kindergarten,Hong Kong,Hong Kong,,,,,,,,,,,
133, Precious Blood College,聖母書院,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1025,Aberdeen Technical School,香港仔工業學校,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1026,Alkaid Secondary School,北斗中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
555,American International School,美國國際學校,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1027,Assembly of God Secondary,神召會中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1269,Australian International School,澳洲國際學校,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1028,Baptist (Sha Tin) College,浸信會沙田培生命中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
835,Baptist College,浸信會中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1029,Beauvoir Secondary School,法國國際學校中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
618,Beijing 101 Middle School,北京101中學,middle,Hong Kong,China,,,,,,,,,,,
1030,Bishop Hall Secondary School,何明華會督銀禧中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1031,Buddhist (Chung) Secondary,佛教中華文化中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1032,Buddhist (Ho) Secondary,佛教何黃筱湘紀念中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1033,Buddhist (Lau) Secondary,佛教劉觀偉中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1034,Buddhist (Maw) Secondary,佛教茂峰法師紀念中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1035,Buddhist (Sin) Secondary,佛教善德中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1036,Buddhist (Tai) Secondary,佛教大雄中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1037,Buddhist (Tung) Secondary,佛教東區中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1038,Buddhist (Yun) Secondary,佛教慈航中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
600,Buddhist College,佛教書院,middle,Hong Kong,Hong Kong,,,,,,,,,,,
830,Buddhist College,佛教中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
250,Buddhist College Secondary,佛教聯合會中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1043,CCC (Cheung) Secondary,中華基督教會元朗真光中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1044,CCC (Ching) Secondary,中華基督教會青道中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1045,CCC (Heep) Secondary,中華基督教會協和書院,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1046,CCC (Hong) Secondary,中華基督教會合一堂香港真光中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1047,CCC (Kowloon) Secondary,中華基督教會九龍真光中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1048,CCC (Kwong) Secondary,中華基督教會光華中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1049,CCC (Lui) Secondary,中華基督教會基順中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1050,CCC (Ming) Secondary,中華基督教會明華中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1051,CCC (Sha) Secondary,中華基督教會沙田崇真中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1052,CCC (Tai) Secondary,中華基督教會基泰中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1053,CCC (Tung) Secondary,中華基督教會東區中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
260,CLP Secondary School,中華電力中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1059,CNEC (Kowloon) Secondary,中華基督教會基真中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1060,CNEC (Ming) Secondary,中華基督教會銘賢中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1061,CNEC (Sha) Secondary,中華基督教會沙田靈光中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
832,CNEC College,中華基督教會中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
261,CNEC Secondary School,中華傳道會中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1039,Calvary Secondary School,獻主會聖母院書院,middle,Hong Kong,Hong Kong,,,,,,,,,,,
115,Canadian International School,加拿大國際學校,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1040,Canadian International School Secondary,加拿大國際學校中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
829,Canossian College,嘉諾撒書院,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1042,Caritas Secondary School,明愛中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1041,Carmel Secondary School,迦密中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1054,Chadwick Secondary School,查德威克中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
602,Cheng's College,鄭中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
622,Chengdu No.7 Middle School,成都第七中學,middle,Hong Kong,China,,,,,,,,,,,
2144,Cheung Chau College,長洲中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
251,Cheung Chau Secondary,長洲中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
1055,Cheung Chau Secondary,長洲官立中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
111,Chinese International School,香港國際學校,middle,Hong Kong,Hong Kong,,,,,,,,,,,
252,Ching Kwan Secondary,青松中學,middle,Hong Kong,Hong Kong,,,,,,,,,,,
