ID,英文名,中文名,类型,官网,校训,地址,校长
2037,Exquisite Primary School,精緻小學,小学,缺失,缺失,缺失,缺失
1482,Elite Primary,精英小學,小学,缺失,缺失,缺失,缺失
1791,Memorial Primary School,紀念小學,小学,缺失,缺失,缺失,缺失
2012,York Primary School,約克小學,小学,缺失,缺失,缺失,缺失
1725,Joshua Primary School,約書亞小學,小学,缺失,缺失,缺失,缺失
1721,Johnson Primary School,約翰遜小學,小学,缺失,缺失,缺失,缺失
438,Covenant House Primary,約誓之家小學,小学,https://www.ps438.edu.hk,尊師、重道、勤學、力行,"538 Aberdeen Road, Hong Kong",缺失
1873,Redwood Primary School,紅杉小學,小学,缺失,缺失,缺失,缺失
1815,Nashville Primary School,納什維爾小學,小学,缺失,缺失,缺失,缺失
1820,Newcastle Primary School,紐卡斯爾小學,小学,缺失,缺失,缺失,缺失
1821,Newport Primary School,紐波特小學,小学,缺失,缺失,缺失,缺失
1911,Sonoma Primary School,索諾瑪小學,小学,缺失,缺失,缺失,缺失
1465,Drizzle Primary,細雨小學,小学,缺失,缺失,缺失,缺失
2022,Beryl Primary School,綠玉小學,小学,缺失,缺失,缺失,缺失
1976,Vicksburg Primary School,維克斯堡小學,小学,缺失,缺失,缺失,缺失
1977,Virginia Primary School,維吉尼亞小學,小学,缺失,缺失,缺失,缺失
795,Victoria Primary School,維多利亞小學,小学,缺失,缺失,缺失,缺失
1335,Bloom Primary,綻放小學,小学,缺失,缺失,缺失,缺失
458,General Chamber Primary,總商會小學,小学,https://www.ps458.edu.hk,尊師、重道、勤學、力行,"558 Aberdeen Road, Hong Kong",缺失
1866,Prosperity Primary School,繁榮小學,小学,缺失,缺失,缺失,缺失
1869,Raleigh Primary School,羅利小學,小学,缺失,缺失,缺失,缺失
1883,Roosevelt Primary School,羅斯福小學,小学,缺失,缺失,缺失,缺失
1884,Rosemont Primary School,羅斯蒙特小學,小学,缺失,缺失,缺失,缺失
1484,Emerald Primary,翡翠小學,小学,缺失,缺失,缺失,缺失
702,耀山學校 Iu Shan School,耀山學校 Iu Shan School,小学,缺失,"明道律己 (Conscientious and Self-disciplined: Equipping students with the knowledge and skills, and appreciating the values of self-discipline.)",缺失,缺失
1284,Yew Tee International School,耀庭國際學校,小学,缺失,缺失,缺失,缺失
2031,Dazzle Primary School,耀眼光小學,小学,缺失,缺失,缺失,缺失
1599,Coventry Primary School,考文垂小學,小学,缺失,缺失,缺失,缺失
2077,Patient Primary School,耐小學,小学,缺失,缺失,缺失,缺失
789,Holy Child Jesus Primary School,耶穌寶血小學,小学,缺失,缺失,缺失,缺失
2010,Yale Primary School,耶魯小學,小学,缺失,缺失,缺失,缺失
798,Holy Trinity College Primary,聖三一中學附屬小學,小学,缺失,缺失,缺失,缺失
726,聖三一堂小學 Holy Trinity Primary School 聖三一小學,聖三一堂小學 Holy Trinity Primary School 聖三一小學,小学,缺失,"能仁能勇，愛主愛人 Be kind and brave, love God and all mankind",缺失,缺失
485,Holy Trinity College Primary,聖三一小學,小学,https://www.ps485.edu.hk,尊師、重道、勤學、力行,"585 Central Road, Hong Kong",缺失
786,St. Hugh's Primary School,聖休斯小學,小学,缺失,缺失,缺失,缺失
192,St. Pauls Primary,聖保羅小學,小学,https://www.ps192.edu.hk,尊師、重道、勤學、力行,"292 Sai Ying Pun Road, Hong Kong",缺失
625,聖保羅書院小學 St. Paul's College Primary School 聖保羅小學,聖保羅書院小學 St. Paul's College Primary School 聖保羅小學,小学,缺失,寅畏上主是為智之本 The fear of the Lord is the beginning of wisdom,缺失,缺失
787,St. Leonard's Primary School,聖倫納德小學,小学,缺失,缺失,缺失,缺失
781,St. Clement's Primary School,聖克萊門特小學,小学,缺失,缺失,缺失,缺失
765,聖公會主恩小學 SKH Chu Yan Primary School,聖公會主恩小學 SKH Chu Yan Primary School,小学,缺失,非以役人，乃役於人 ,缺失,缺失
741,聖公會九龍灣基樂小學 SKH Kowloon Bay Kei Lok Primary School,聖公會九龍灣基樂小學 SKH Kowloon Bay Kei Lok Primary School,小学,缺失,非以役人，乃役於人 Not to be served but to serve,缺失,缺失
767,聖公會仁立紀念小學 SKH Yan Laap Memorial Primary School 仁紀小學,聖公會仁立紀念小學 SKH Yan Laap Memorial Primary School 仁紀小學,小学,缺失,非以役人，乃役於人 Not to be served but to serve,缺失,缺失
772,聖公會何澤芸小學 SKH Ho Chak Wan Primary School,聖公會何澤芸小學 SKH Ho Chak Wan Primary School,小学,缺失,非以役人，乃役於人 Not to be served but to serve,缺失,缺失
683,聖公會偉倫小學 SKH Wei Lun Primary School,聖公會偉倫小學 SKH Wei Lun Primary School,小学,缺失,"非以役人，乃役於人 TO SERVE, NOT TO BE SERVED",缺失,缺失
638,聖公會呂明才紀念小學 SKH Lui Ming Choi Memorial Primary School,聖公會呂明才紀念小學 SKH Lui Ming Choi Memorial Primary School,小学,缺失,非以役人，乃役於人 Not to be served but to serve.,缺失,缺失
636,聖公會基恩小學 SKH Kei Yan Primary School,聖公會基恩小學 SKH Kei Yan Primary School,小学,缺失,非以役人，乃役於人 Not to be served but to serve,缺失,缺失
747,聖公會基樂小學 SKH Kei Lok Primary School,聖公會基樂小學 SKH Kei Lok Primary School,小学,缺失,"非以役人，乃役於人 Not to be served, but to serve",缺失,缺失
757,聖公會基顯小學 SKH Kei Hin Primary School,聖公會基顯小學 SKH Kei Hin Primary School,小学,缺失,非以役人，乃役於人 Not to be served but to serve,缺失,缺失
698,聖公會奉基千禧小學 SKH Fung Kei Millennium Primary School,聖公會奉基千禧小學 SKH Fung Kei Millennium Primary School,小学,缺失,非以役人，乃役於人 Not to be served but to serve,缺失,缺失
699,聖公會奉基小學 SKH Fung Kei Primary School,聖公會奉基小學 SKH Fung Kei Primary School,小学,缺失,非以役人，乃役於人 Not to be served but to serve,缺失,缺失
793,SKH Primary School,聖公會小學,小学,缺失,缺失,缺失,缺失
749,聖公會德田李兆強小學 SKH Tak Tin Lee Shiu Keung Primary School,聖公會德田李兆強小學 SKH Tak Tin Lee Shiu Keung Primary School,小学,缺失,"非以役人，乃役於人 Keeping in step with the spirit of Jesus Christ our Lord, we carry out our school motto 'Not to be served, but to serve'.",缺失,缺失
748,聖公會李兆強小學 SKH Lee Shiu Keung Primary School,聖公會李兆強小學 SKH Lee Shiu Keung Primary School,小学,缺失,"非以役人，乃役於人 Not to be served, but to serve.",缺失,缺失
662,聖公會柴灣聖米迦勒小學 SKH Chai Wan St. Michael's Primary School,聖公會柴灣聖米迦勒小學 SKH Chai Wan St. Michael's Primary School,小学,缺失,非以役人，乃役於人 Not to be served but to serve,缺失,缺失
750,聖公會油塘基顯小學 SKH Yautong Kei Hin Primary School,聖公會油塘基顯小學 SKH Yautong Kei Hin Primary School,小学,缺失,非以役人，乃役於人 Not to be served but to serve,缺失,缺失
696,聖公會牧愛小學 SKH Good Shepherd Primary School,聖公會牧愛小學 SKH Good Shepherd Primary School,小学,缺失,仁愛勇敢 Love and Courage,缺失,缺失
714,聖公會聖匠小學 SKH Holy Carpenter Primary School,聖公會聖匠小學 SKH Holy Carpenter Primary School,小学,缺失,"孝悌忠信、服務人群 Our school strives to build up the following qualities in our students- respect, trust-worthiness, honesty and willingness to serve.",缺失,缺失
721,聖公會聖提摩太小學 SKH St. Timothy's Primary School,聖公會聖提摩太小學 SKH St. Timothy's Primary School,小学,缺失,非以役人，乃役於人 NOT TO BE SERVED BUT TO SERVE,缺失,缺失
646,聖公會聖米迦勒小學 SKH St. Michael's Primary School,聖公會聖米迦勒小學 SKH St. Michael's Primary School,小学,缺失,非以役人，乃役於人 NOT TO BE SERVED BUT TO SERVE,缺失,缺失
742,聖公會聖約翰曾肇添小學 SKH St. John's Primary School 聖公會聖約翰小學,聖公會聖約翰曾肇添小學 SKH St. John's Primary School 聖公會聖約翰小學,小学,缺失,"非以役人，乃役於人 Not to served, but to serve.",缺失,缺失
624,聖公會聖馬太小學 SKH St. Matthew's Primary School,聖公會聖馬太小學 SKH St. Matthew's Primary School,小学,缺失,非以役人，乃役於人 Not to be served but to serve,缺失,缺失
773,聖公會青衣主恩小學 SKH Tsing Yi Chu Yan Primary School,聖公會青衣主恩小學 SKH Tsing Yi Chu Yan Primary School,小学,缺失,非以役人，乃役於人 Not to be served but to serve.,缺失,缺失
181,St. Kevins Primary,聖凱文小學,小学,https://www.ps181.edu.hk,尊師、重道、勤學、力行,"281 Sheung Wan Road, Hong Kong",缺失
183,St. Leos Primary,聖利奧小學,小学,https://www.ps183.edu.hk,尊師、重道、勤學、力行,"283 Aberdeen Road, Hong Kong",缺失
166,St. Gabriels Primary,聖加百列小學,小学,https://www.ps166.edu.hk,尊師、重道、勤學、力行,"266 Sheung Wan Road, Hong Kong",缺失
182,St. Lawrences Primary,聖勞倫斯小學,小学,https://www.ps182.edu.hk,尊師、重道、勤學、力行,"282 Sai Ying Pun Road, Hong Kong",缺失
481,Holy Cross Primary,聖十字小學,小学,https://www.ps481.edu.hk,尊師、重道、勤學、力行,"581 Sheung Wan Road, Hong Kong",缺失
800,St. Boniface's Primary,聖博義小學,小学,缺失,缺失,缺失,缺失
483,Holy Name Primary,聖名小學,小学,https://www.ps483.edu.hk,尊師、重道、勤學、力行,"583 Aberdeen Road, Hong Kong",缺失
784,St. George's Primary School,聖喬治小學,小学,缺失,缺失,缺失,缺失
170,St. Clares Primary,聖嘉勒小學,小学,https://www.ps170.edu.hk,尊師、重道、勤學、力行,"270 Central Road, Hong Kong",缺失
643,聖嘉勒小學 St. Clare's Primary School,聖嘉勒小學 St. Clare's Primary School,小学,缺失,真理必勝 Truth Conquers,缺失,缺失
637,聖嘉祿學校 St. Charles School,聖嘉祿學校 St. Charles School,小学,缺失,進德修業 Cultivating virtue and intellectual excellence,缺失,缺失
169,St. Catherines Primary,聖嘉道理小學,小学,https://www.ps169.edu.hk,尊師、重道、勤學、力行,"269 Repulse Bay Road, Hong Kong",缺失
1892,San Diego Primary School,聖地亞哥小學,小学,缺失,缺失,缺失,缺失
780,St. Christopher's Primary School,聖基道小學,小学,缺失,缺失,缺失,缺失
633,聖士提反女子中學附屬小學 St. Stephen's Girls' Primary School,聖士提反女子中學附屬小學 St. Stephen's Girls' Primary School,小学,缺失,本信而進前 In Faith Go Forward,缺失,缺失
799,St. Dominic's Primary,聖多米尼克小學,小学,缺失,缺失,缺失,缺失
807,Holy Angels Primary School,聖天使小學,小学,缺失,缺失,缺失,缺失
641,聖安多尼學校 St. Anthony's School,聖安多尼學校 St. Anthony's School,小学,缺失,"篤信博愛 Sincerity, faith, compassion and love",缺失,缺失
778,St. Andrew's Primary School,聖安德烈小學,小学,缺失,缺失,缺失,缺失
1891,San Antonio Primary School,聖安東尼奧小學,小学,缺失,缺失,缺失,缺失
801,St. Antony's Primary,聖安東尼小學,小学,缺失,缺失,缺失,缺失
753,聖安當小學 St. Antonius Primary School,聖安當小學 St. Antonius Primary School,小学,缺失,公誠勤毅：處事公正待人以誠勤奮好學堅毅自強 ,缺失,缺失
675,聖家學校 Holy Family School,聖家學校 Holy Family School,小学,缺失,"仁愛、服從、勤勞 Kindness, Obedience, Diligence",缺失,缺失
482,Holy Family Primary,聖家小學,小学,https://www.ps482.edu.hk,尊師、重道、勤學、力行,"582 Sai Ying Pun Road, Hong Kong",缺失
190,St. Nicholass Primary,聖尼古拉斯小學,小学,https://www.ps190.edu.hk,尊師、重道、勤學、力行,"290 Central Road, Hong Kong",缺失
174,St. Hippolytus Primary,聖希波律小學,小学,https://www.ps174.edu.hk,尊師、重道、勤學、力行,"274 Repulse Bay Road, Hong Kong",缺失
436,College of St. Hilary Primary,聖希爾達小學,小学,https://www.ps436.edu.hk,尊師、重道、勤學、力行,"536 Sheung Wan Road, Hong Kong",缺失
191,St. Pats Primary,聖帕特里克小學,小学,https://www.ps191.edu.hk,尊師、重道、勤學、力行,"291 Sheung Wan Road, Hong Kong",缺失
193,St. Peters Primary,聖彼得小學,小学,https://www.ps193.edu.hk,尊師、重道、勤學、力行,"293 Aberdeen Road, Hong Kong",缺失
1313,Aberdeen St. David's Primary,聖德尼小學,小学,缺失,缺失,缺失,缺失
167,St. Teresas Primary,聖德肋撒小學,小学,https://www.ps167.edu.hk,尊師、重道、勤學、力行,"267 Sai Ying Pun Road, Hong Kong",缺失
812,Sacred Heart Primary School,聖心小學,小学,缺失,缺失,缺失,缺失
754,聖愛德華天主教小學 St. Edward's Catholic Primary School,聖愛德華天主教小學 St. Edward's Catholic Primary School,小学,缺失,敬主愛人博學明德 Respect God and live a life of love. Be learned and adhere to morals.,缺失,缺失
782,St. Edward's Primary School,聖愛德華小學,小学,缺失,缺失,缺失,缺失
171,St. Edmunds Primary,聖愛德蒙小學,小学,https://www.ps171.edu.hk,尊師、重道、勤學、力行,"271 Sheung Wan Road, Hong Kong",缺失
197,St. Thomass Primary,聖托馬斯小學,小学,https://www.ps197.edu.hk,尊師、重道、勤學、力行,"297 Sai Ying Pun Road, Hong Kong",缺失
804,St. Raphael Primary,聖拉斐爾小學,小学,缺失,缺失,缺失,缺失
198,St. Timothys Primary,聖提摩太小學,小学,https://www.ps198.edu.hk,尊師、重道、勤學、力行,"298 Aberdeen Road, Hong Kong",缺失
806,St. Vincent Primary,聖文森特小學,小学,缺失,缺失,缺失,缺失
196,St. Stephens Primary,聖斯蒂芬小學,小学,https://www.ps196.edu.hk,尊師、重道、勤學、力行,"296 Sheung Wan Road, Hong Kong",缺失
783,St. Francis' Primary School,聖方濟各小學,小学,缺失,缺失,缺失,缺失
779,St. Benedict's Primary School,聖本尼迪克小學,小学,缺失,缺失,缺失,缺失
173,St. Gregorios Primary,聖格列高利小學,小学,https://www.ps173.edu.hk,尊師、重道、勤學、力行,"273 Aberdeen Road, Hong Kong",缺失
1942,Temple Primary School,聖殿小學,小学,缺失,缺失,缺失,缺失
809,Our Lady of Good Counsel Primary,聖母佳音小學,小学,缺失,缺失,缺失,缺失
810,Our Lady of Mount Carmel Primary,聖母加爾默羅小學,小学,缺失,缺失,缺失,缺失
160,Holy Innocents Primary,聖母小學,小学,https://www.ps160.edu.hk,尊師、重道、勤學、力行,"260 Central Road, Hong Kong",缺失
479,HLM Primary,聖母小學部,小学,https://www.ps479.edu.hk,尊師、重道、勤學、力行,"579 Repulse Bay Road, Hong Kong",缺失
808,Immaculate Heart of Mary Primary,聖母無原罪小學,小学,缺失,缺失,缺失,缺失
790,Holy Family Primary School,聖母訪親小學,小学,缺失,缺失,缺失,缺失
437,Convent Primary School,聖母進教之佑小學,小学,https://www.ps437.edu.hk,尊師、重道、勤學、力行,"537 Sai Ying Pun Road, Hong Kong",缺失
172,St. Francis Assisi Primary,聖法蘭西斯亞西西小學,小学,https://www.ps172.edu.hk,尊師、重道、勤學、力行,"272 Sai Ying Pun Road, Hong Kong",缺失
785,St. Helen's Primary School,聖海倫小學,小学,缺失,缺失,缺失,缺失
199,St. Ursulas Primary,聖烏蘇拉小學,小学,https://www.ps199.edu.hk,尊師、重道、勤學、力行,"299 Repulse Bay Road, Hong Kong",缺失
179,St. Judes Primary,聖猶達小學,小学,https://www.ps179.edu.hk,尊師、重道、勤學、力行,"279 Repulse Bay Road, Hong Kong",缺失
803,St. Margaret Primary,聖瑪格麗特小學,小学,缺失,缺失,缺失,缺失
168,St. Marthas Primary,聖瑪莎小學,小学,https://www.ps168.edu.hk,尊師、重道、勤學、力行,"268 Aberdeen Road, Hong Kong",缺失
187,St. Marys Primary,聖瑪麗小學,小学,https://www.ps187.edu.hk,尊師、重道、勤學、力行,"287 Sai Ying Pun Road, Hong Kong",缺失
200,St. Vartans Primary,聖瓦爾坦小學,小学,https://www.ps200.edu.hk,尊師、重道、勤學、力行,"300 Central Road, Hong Kong",缺失
484,Holy Spirit Primary,聖神小學,小学,https://www.ps484.edu.hk,尊師、重道、勤學、力行,"584 Repulse Bay Road, Hong Kong",缺失
189,St. Michaels Primary,聖米迦勒小學,小学,https://www.ps189.edu.hk,尊師、重道、勤學、力行,"289 Repulse Bay Road, Hong Kong",缺失
1445,Covenant Primary,聖約小學,小学,缺失,缺失,缺失,缺失
154,St. Josephs College Primary,聖約瑟書院小學,小学,https://www.ps154.edu.hk,尊師、重道、勤學、力行,"254 Repulse Bay Road, Hong Kong",缺失
1297,St. Joseph's College Primary,聖約瑟書院附屬小學,小学,缺失,缺失,缺失,缺失
177,St. John Primary,聖約翰小學,小学,https://www.ps177.edu.hk,尊師、重道、勤學、力行,"277 Sai Ying Pun Road, Hong Kong",缺失
805,St. Victor Primary,聖維克多小學,小学,缺失,缺失,缺失,缺失
195,St. Roberts Primary,聖羅伯特小學,小学,https://www.ps195.edu.hk,尊師、重道、勤學、力行,"295 Central Road, Hong Kong",缺失
692,聖羅撒學校 St. Rose of Lima's School 聖羅撒小學,聖羅撒學校 St. Rose of Lima's School 聖羅撒小學,小学,缺失,忠誠仁愛 THROUGH CHARITY TO TRUTH,缺失,缺失
165,St. Francis Xianths Primary,聖芳濟各小學,小学,https://www.ps165.edu.hk,尊師、重道、勤學、力行,"265 Central Road, Hong Kong",缺失
159,St. Francis Primary,聖芳濟小學,小学,https://www.ps159.edu.hk,尊師、重道、勤學、力行,"259 Repulse Bay Road, Hong Kong",缺失
176,St. Joan Primary,聖若望小學,小学,https://www.ps176.edu.hk,尊師、重道、勤學、力行,"276 Sheung Wan Road, Hong Kong",缺失
728,聖若望英文書院(小學部) St. Johannes College (Primary Section) 天主教聖若望英文書院,聖若望英文書院(小學部) St. Johannes College (Primary Section) 天主教聖若望英文書院,小学,缺失,"慎思力行 we will be responsive to each student's academic, intellectual, emotional, physical and social needs.",缺失,缺失
802,St. Joseph Primary,聖若瑟小學,小学,缺失,缺失,缺失,缺失
761,聖若瑟英文小學 St. Joseph's Anglo-Chinese Primary School 聖約瑟英文小學,聖若瑟英文小學 St. Joseph's Anglo-Chinese Primary School 聖約瑟英文小學,小学,缺失,"「止於至善」就是拉丁文到達星辰的意思 AD ASTRA- a Latin phrase meaning to the stars, it signifies our desire to excel in all fields of school life.",缺失,缺失
759,聖若翰天主教小學 St. John The Baptist Catholic Primary School,聖若翰天主教小學 St. John The Baptist Catholic Primary School,小学,缺失,真理剛毅 Be Strong and Realize the Truth,缺失,缺失
194,St. Philips Primary,聖菲利普小學,小学,https://www.ps194.edu.hk,尊師、重道、勤學、力行,"294 Repulse Bay Road, Hong Kong",缺失
480,Holy Bee Primary,聖蜂小學,小学,https://www.ps480.edu.hk,尊師、重道、勤學、力行,"580 Central Road, Hong Kong",缺失
360,S下一 hundred Primary,聖言小學,小学,https://www.ps360.edu.hk,尊師、重道、勤學、力行,"460 Central Road, Hong Kong",缺失
1024,S下一 hundred Primary,聖言書院附屬小學,小学,缺失,缺失,缺失,缺失
938,Dominic Savio Primary School,聖貞德小學,小学,缺失,缺失,缺失,缺失
180,St. Justins Primary,聖賈斯汀小學,小学,https://www.ps180.edu.hk,尊師、重道、勤學、力行,"280 Central Road, Hong Kong",缺失
184,St. Lukes Primary,聖路加小學,小学,https://www.ps184.edu.hk,尊師、重道、勤學、力行,"284 Repulse Bay Road, Hong Kong",缺失
164,St. Louis Primary,聖路易小學,小学,https://www.ps164.edu.hk,尊師、重道、勤學、力行,"264 Repulse Bay Road, Hong Kong",缺失
175,St. Jamess Primary,聖雅各伯小學,小学,https://www.ps175.edu.hk,尊師、重道、勤學、力行,"275 Central Road, Hong Kong",缺失
639,聖類斯中學(小學部) St. Louis School (Primary Section) 聖類斯小學、聖類斯中學小學部,聖類斯中學(小學部) St. Louis School (Primary Section) 聖類斯小學、聖類斯中學小學部,小学,缺失,學問與虔敬並重 Scientia Et Pietas,缺失,缺失
788,St. Mark's Primary School,聖馬可小學,小学,缺失,缺失,缺失,缺失
665,聖馬可小學 St. Mark's Primary School,聖馬可小學 St. Mark's Primary School,小学,缺失,敏事正道,缺失,缺失
188,St. Matthews Primary,聖馬太小學,小学,https://www.ps188.edu.hk,尊師、重道、勤學、力行,"288 Aberdeen Road, Hong Kong",缺失
185,St. Marks Primary,聖馬爾克小學,小学,https://www.ps185.edu.hk,尊師、重道、勤學、力行,"285 Central Road, Hong Kong",缺失
186,St. Martins Primary,聖馬田小學,小学,https://www.ps186.edu.hk,尊師、重道、勤學、力行,"286 Sheung Wan Road, Hong Kong",缺失
1964,Union Primary School,聯合小學,小学,缺失,缺失,缺失,缺失
1643,Federal Primary School,聯邦小學,小学,缺失,缺失,缺失,缺失
1516,Smart International School,聰明國際學校,小学,缺失,缺失,缺失,缺失
1523,Smart Elementary School,聰明小學,小学,缺失,缺失,缺失,缺失
1749,Liberty Primary School,自由小學,小学,缺失,缺失,缺失,缺失
2087,Proud Primary School,自豪小學,小学,缺失,缺失,缺失,缺失
2120,Supreme Primary School,至高無上小學,小学,缺失,缺失,缺失,缺失
1893,San Francisco Primary School,舊金山小學,小学,缺失,缺失,缺失,缺失
1906,Sherwood Primary School,舍伍德小學,小学,缺失,缺失,缺失,缺失
2029,Cozy Primary School,舒適小學,小学,缺失,缺失,缺失,缺失
642,般咸道官立小學 Bonham Road Government Primary School,般咸道官立小學 Bonham Road Government Primary School,小学,缺失,敬業樂群 Study hard and benefit by the company of friends,缺失,缺失
1713,Ivanhoe Primary School,艾凡赫小學,小学,缺失,缺失,缺失,缺失
1499,Essex Primary,艾塞克斯小學,小学,缺失,缺失,缺失,缺失
1496,Epsilon Primary,艾普西隆小學,小学,缺失,缺失,缺失,缺失
1629,Elgin Primary School,艾爾金小學,小学,缺失,缺失,缺失,缺失
1477,Eileen Primary,艾琳小學,小学,缺失,缺失,缺失,缺失
1645,Ferndale Primary School,芬代爾小學,小学,缺失,缺失,缺失,缺失
1644,Fenway Primary School,芬威小學,小学,缺失,缺失,缺失,缺失
1652,Garden Primary School,花園小學,小学,缺失,缺失,缺失,缺失
1666,Granite Primary School,花崗岩小學,小学,缺失,缺失,缺失,缺失
1557,Blossom Primary School,花朵小學,小学,缺失,缺失,缺失,缺失
1270,British School Hong Kong,英國國際學校,小学,缺失,缺失,缺失,缺失
873,British International School,英國國際學校小學,小学,缺失,缺失,缺失,缺失
1290,ESF Kowloon Junior School,英基九龍小學,小学,缺失,缺失,缺失,缺失
1288,ESF South Island School,英基南島中學,小学,缺失,缺失,缺失,缺失
1287,ESF Sha Tin College,英基沙田學院,小学,缺失,缺失,缺失,缺失
1291,ESF Sha Tin Junior School,英基沙田小學,小学,缺失,缺失,缺失,缺失
635,英皇書院同學會小學 King's College Old Boys' Association Primary School,英皇書院同學會小學 King's College Old Boys' Association Primary School,小学,缺失,慎思篤行 ,缺失,缺失
627,英皇書院同學會小學第二校 King's College Old Boys' Association Primary School No. 2 英皇二小,英皇書院同學會小學第二校 King's College Old Boys' Association Primary School No. 2 英皇二小,小学,缺失,慎思篤行 ,缺失,缺失
1317,Anglo-Chinese Primary,英華小學,小学,缺失,缺失,缺失,缺失
1971,Van Buren Primary School,范布倫小學,小学,缺失,缺失,缺失,缺失
1717,Jasmine Primary School,茉莉花小學,小学,缺失,缺失,缺失,缺失
1304,Tsuen Wan Government Primary,荃灣官立小學,小学,缺失,缺失,缺失,缺失
1788,Meadow Primary School,草地小學,小学,缺失,缺失,缺失,缺失
1692,Holland Primary School,荷蘭小學,小学,缺失,缺失,缺失,缺失
429,Chong Gene Hang Primary,莊啟程預科小學,小学,https://www.ps429.edu.hk,尊師、重道、勤學、力行,"529 Repulse Bay Road, Hong Kong",缺失
1722,Johnston Primary School,莊臣小學,小学,缺失,缺失,缺失,缺失
1811,Moss Primary School,莫斯小學,小学,缺失,缺失,缺失,缺失
1808,Morehead Primary School,莫爾黑德小學,小学,缺失,缺失,缺失,缺失
1810,Morris Primary School,莫里斯小學,小学,缺失,缺失,缺失,缺失
1414,Chrysanthemum Primary,菊花小學,小学,缺失,缺失,缺失,缺失
870,Bodhi Primary School,菩提小學,小学,缺失,缺失,缺失,缺失
1751,Linden Primary School,菩提樹小學,小学,缺失,缺失,缺失,缺失
1982,Washington Primary School,華盛頓小學,小学,缺失,缺失,缺失,缺失
1745,Leicester Primary School,萊斯特小學,小学,缺失,缺失,缺失,缺失
2038,Famous Primary School,著名小學,小学,缺失,缺失,缺失,缺失
454,G.C. Primary,葛量洪小學,小学,https://www.ps454.edu.hk,尊師、重道、勤學、力行,"554 Repulse Bay Road, Hong Kong",缺失
693,葛量洪校友會黃埔學校 GCEPSA Whampoa Primary School,葛量洪校友會黃埔學校 GCEPSA Whampoa Primary School,小学,缺失,缺失,缺失,缺失
496,Kwai Chung Primary,葵涌小學,小学,https://www.ps496.edu.hk,尊師、重道、勤學、力行,"596 Sheung Wan Road, Hong Kong",缺失
1949,Tifton Primary School,蒂夫頓小學,小学,缺失,缺失,缺失,缺失
1806,Montgomery Primary School,蒙哥馬利小學,小学,缺失,缺失,缺失,缺失
1805,Montana Primary School,蒙大拿小學,小学,缺失,缺失,缺失,缺失
1452,Dandelion Primary,蒲公英小學,小学,缺失,缺失,缺失,缺失
1888,Sacramento Primary School,薩克拉門托小學,小学,缺失,缺失,缺失,缺失
1896,Savannah Primary School,薩凡納小學,小学,缺失,缺失,缺失,缺失
1895,Sarasota Primary School,薩拉索塔小學,小学,缺失,缺失,缺失,缺失
1932,Sutherland Primary School,薩瑟蘭小學,小学,缺失,缺失,缺失,缺失
1931,Surrey Primary School,薩里小學,小学,缺失,缺失,缺失,缺失
1933,Sutton Primary School,薩頓小學,小学,缺失,缺失,缺失,缺失
1910,Somerset Primary School,薩默塞特小學,小学,缺失,缺失,缺失,缺失
738,藍田循道衞理小學 Lam Tin Methodist Primary School 藍循,藍田循道衞理小學 Lam Tin Methodist Primary School 藍循,小学,缺失,勤學求道　效主愛人 ,缺失,缺失
1323,Arts Primary,藝術小學,小学,缺失,缺失,缺失,缺失
1898,Scotland Primary School,蘇格蘭小學,小学,缺失,缺失,缺失,缺失
669,蘇浙小學校 Kiangsu and Chekiang Primary School 蘇淅小學、蘇浙小學校,蘇浙小學校 Kiangsu and Chekiang Primary School 蘇淅小學、蘇浙小學校,小学,缺失,整齊嚴肅 Orderly and Respectful,缺失,缺失
2020,Zurich Primary School,蘇黎世小學,小学,缺失,缺失,缺失,缺失
1739,Langley Primary School,蘭利小學,小学,缺失,缺失,缺失,缺失
1740,Lansing Primary School,蘭辛小學,小学,缺失,缺失,缺失,缺失
1871,Randolph Primary School,蘭道夫小學,小学,缺失,缺失,缺失,缺失
1737,Lancaster Primary School,蘭開斯特小學,小学,缺失,缺失,缺失,缺失
1990,Wesleyan Primary School,衛斯理公學小學,小学,缺失,缺失,缺失,缺失
163,Wesley Primary,衛理小學,小学,https://www.ps163.edu.hk,尊師、重道、勤學、力行,"263 Aberdeen Road, Hong Kong",缺失
1826,Northwestern Primary School,西北小學,小学,缺失,缺失,缺失,缺失
1281,West Island School,西島中學,小学,缺失,缺失,缺失,缺失
1311,Sai Wan Government Primary,西環官立小學,小学,缺失,缺失,缺失,缺失
1300,Sai Kung Government Primary,西貢官立小學,小学,缺失,缺失,缺失,缺失
1900,Seattle Primary School,西雅圖小學,小学,缺失,缺失,缺失,缺失
2047,Gracious Primary School,親切小學,小学,缺失,缺失,缺失,缺失
1336,Bodhi Primary,覺醒小學,小学,缺失,缺失,缺失,缺失
760,觀塘官立小學 Kwun Tong Government Primary School,觀塘官立小學 Kwun Tong Government Primary School,小学,缺失,"禮愛勤誠 Courtesy, Love, Diligence, Sincerity",缺失,缺失
756,觀塘官立小學(秀明道) Kwun Tong Government Primary School (Sau Ming Road) 觀塘官立小學秀明道,觀塘官立小學(秀明道) Kwun Tong Government Primary School (Sau Ming Road) 觀塘官立小學秀明道,小学,缺失,格致正誠 ,缺失,缺失
